id,title,price,base_price,original_price,initial_quantity,buying_mode,listing_type_id,condition,accepts_mercadopago,shipping_mode,local_pick_up,free_shipping,logistic_type,store_pick_up,city_name,state_name,country_name,status,warranty,date_created,last_updated,health
MLA1424104371,Onn Streaming 4k 2 Gb Ram Google Tv 2023 Original,79900,79900,,79,buy_it_now,gold_pro,new,True,me2,True,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,active,Garantía del vendedor: 6 meses,2024-04-30T18:11:14.000Z,2024-10-16T12:16:01.619Z,1
MLA833417329,Google Home Mini Asistente Virtual Parlante Original Español,177100,177100,,1,buy_it_now,gold_special,new,True,me2,True,True,drop_off,False,Tostado,Santa Fe,Argentina,active,Garantía del vendedor: 30 días,2020-01-07T22:11:34.000Z,2024-09-26T04:20:17.295Z,0.88
MLA1597470910,Google Home Mini Con Google Assistant Negro Reacondicionado,69990,69990,,999,buy_it_now,gold_special,new,True,me2,False,True,cross_docking,False,Paternal,Capital Federal,Argentina,active,Garantía del vendedor: 3 meses,2023-12-13T16:08:36.234Z,2024-09-29T03:09:31.899Z,0.8
MLA1683895992,Google Home Max Con Asistente Virtual Google Assistant Chalk 100v/240v,814644,814644,,1,buy_it_now,gold_special,new,True,me2,True,True,xd_drop_off,False,Rosario,Santa Fe,Argentina,active,Garantía del vendedor: 6 meses,2024-02-27T17:01:38.000Z,2024-07-23T14:55:05.078Z,
MLA1422239063,Google Home Mini Con Asistente Virtual ,59999,59999,,2,buy_it_now,gold_special,used,True,me2,False,True,xd_drop_off,False,González Catan,Buenos Aires,Argentina,active,Garantía del vendedor: 30 días,2024-04-17T23:28:29.000Z,2024-08-30T01:57:31.640Z,0.66
MLA1911254292,Apple Tv 4k (wifi + Ethernet) A2843 4k 128gb Negro,475000,475000,,1,buy_it_now,gold_special,used,True,me2,False,True,drop_off,False,Bariloche,Río Negro,Argentina,active,Sin garantía,2024-09-17T02:29:34.171Z,2024-10-15T17:18:22.583Z,0.75
MLA1848669688,Smart Tv Onn Uhd Streaming 4k Color Negro Control Remoto De,65500,65500,,230,buy_it_now,gold_special,new,True,me2,False,True,fulfillment,False,Rosario,Santa Fe,Argentina,active,Garantía del vendedor: 6 días,2024-07-17T14:49:25.849Z,2024-10-16T12:22:14.522Z,0.88
MLA1447987851,Apple Tv A1427 Estándar 3.a Generación Fhd,70000,70000,,1,buy_it_now,gold_special,used,True,me2,False,True,drop_off,False,Monte Castro,Capital Federal,Argentina,active,Sin garantía,2024-09-04T14:55:29.555Z,2024-09-04T14:55:31.440Z,0.75
MLA1125948601,Combo Google Home Mini + Chromecast 2 Ga00379-us,129990,129990,,1133,buy_it_now,gold_special,new,True,me2,False,True,cross_docking,False,Paternal,Capital Federal,Argentina,active,Garantía del vendedor: 6 meses,2022-03-04T15:41:56.000Z,2024-10-16T03:20:05.605Z,0.8
MLA1626492828,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro1 Con 1.5gb De Memoria Ram,84450,84450,,60,buy_it_now,gold_special,new,True,me2,False,True,fulfillment,False,SAN NICOLAS,Capital Federal,Argentina,active,Sin garantía,2024-01-10T19:55:32.708Z,2024-10-16T13:20:25.508Z,
MLA1425682135,Roku Express 3960mx Streaming Tv Hd 512mb Con Control Remoto,70999,70999,,799,buy_it_now,gold_special,new,True,me2,False,True,fulfillment,False,Villa Urquiza,Capital Federal,Argentina,active,Garantía del vendedor: 6 meses,2024-05-09T14:55:57.000Z,2024-10-16T14:16:45.263Z,0.88
MLA1455053229,Smart Tv Onn  Uhd Streaming 4k Google Tv Netflix Disney+ Hbo,69999,69999,,41,buy_it_now,gold_special,new,True,me2,False,True,cross_docking,False,San Nicolás,Capital Federal,Argentina,active,Garantía del vendedor: 6 meses,2024-10-14T09:44:41.531Z,2024-10-16T14:03:16.842Z,0.9
MLA1324508604,Chromecast Google Ga03131 Tv Hd 8gb Blanco Control,127338,127338,,2417,buy_it_now,gold_special,new,True,me2,False,True,cross_docking,False,Chacarita,Capital Federal,Argentina,active,Garantía de fábrica: 6 meses,2023-01-28T15:12:15.000Z,2024-10-16T15:02:21.308Z,0.81
MLA912014012,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,4999,4999,,61,buy_it_now,gold_special,new,True,me2,False,False,drop_off,False,Mina Clavero,Córdoba,Argentina,active,Garantía del vendedor: 30 días,2021-03-15T22:57:54.000Z,2024-08-08T12:23:42.988Z,0.77
MLA1436571213,Google Home Mini - Excelente!!,65000,65000,,1,buy_it_now,gold_special,used,True,me2,False,False,xd_drop_off,False,Buenos Aires,Capital Federal,Argentina,active,Sin garantía,2024-07-07T21:41:41.206Z,2024-09-15T17:54:48.185Z,0.62
MLA1441968219,Smart Tv Convertidor 4k Bluetooth Wifi Android 12 Pcreg,131111,131111,,62,buy_it_now,gold_special,new,True,me2,False,True,fulfillment,False,Almagro,Capital Federal,Argentina,active,Garantía de fábrica: 12 meses,2024-08-07T16:37:02.765Z,2024-10-16T14:43:42.413Z,0.77
MLA1597677286,Speaker Google Home Mini Con Asistente Virtual  Refabricado,89990,89990,,999,buy_it_now,gold_pro,new,True,me2,False,True,cross_docking,False,Paternal,Capital Federal,Argentina,active,Garantía del vendedor: 3 meses,2023-12-13T16:12:42.000Z,2024-10-16T12:03:09.089Z,0.9
MLA1400247011, Apple Tv A1469 Estándar 3era Generación,62000,62000,,2,buy_it_now,gold_special,used,True,me2,True,False,xd_drop_off,False,Agronomía,Capital Federal,Argentina,active,Sin garantía,2023-12-26T20:34:18.000Z,2024-10-12T21:40:23.582Z,0.55
MLA1867539440,Google Nest Mini Nest Mini 2nd Gen Con Asistente Virtual Google Assistant Chalk 110v/220v,169999,169999,,1,buy_it_now,gold_pro,new,True,me2,True,True,xd_drop_off,False,Villa Celina,Buenos Aires,Argentina,active,Garantía del vendedor: 12 meses,2024-07-31T21:04:10.830Z,2024-08-10T17:37:13.580Z,
MLA1597457958,Google Home Mini Con Asistente Virtual  Charcoal Refabricado,69990,69990,,999,buy_it_now,gold_special,new,True,me2,False,True,cross_docking,False,Paternal,Capital Federal,Argentina,active,Garantía del vendedor: 3 meses,2023-12-13T16:08:39.257Z,2024-09-29T03:41:20.143Z,0.8
MLA1858473044,Google Chromecast 4 Generación Con Google Tv Hd Blanco,105000,105000,,296,buy_it_now,gold_special,new,True,me2,True,True,xd_drop_off,False,Palermo,Capital Federal,Argentina,active,Garantía del vendedor: 6 meses,2024-07-25T12:43:24.724Z,2024-10-16T15:03:27.942Z,0.9
